Player,Season,Gameweek,Opponent,Team,Home,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS
Ederson,21,25a,ARS,MCI,0,6.1,GKP,9.5,5.6,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,354.4,10.0,0.0,36.6,5.6,0.0,0.9,18.9,4.8,42035.0,15958.0,1.0,-1.0,24,0.0,0.0,0.0,0.0,0.5700000000000003,0.5800000000000001,0.0,0.0,0.01,0.01,0.01,0.23,0.22,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Bernardo Silva,21,25a,ARS,MCI,0,7.4,MID,1.3,5.0,2.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,299.0,294.3,345.0,94.1,5.0,0.0,0.7,9.1,3.5,21669.0,8575.0,-1.0,1.0,19,0.0,0.0,0.0,0.09999999999999964,0.120000000000001,0.040000000000000036,0.17,0.17,0.17,0.34,0.34,0.69,0.44,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Fernandinho,21,25a,ARS,MCI,0,5.4,DEF,0.7,2.6,9.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,105.2,60.2,55.0,22.2,2.6,1.0,0.5,6.9,3.1,1147.0,490.0,-1.0,1.0,12,0.0,0.0,0.0,0.09999999999999999,0.7200000000000002,0.6099999999999999,0.09,0.09,0.02,0.11,0.11,0.6,0.58,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Dias,21,25a,ARS,MCI,0,6.1,DEF,21.2,4.3,7.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,425.2,50.4,166.0,64.4,4.3,0.0,0.7,17.5,4.9,75319.0,47155.0,6.0,-6.0,22,0.0,0.0,0.0,0.0,1.6499999999999986,1.6400000000000006,0.07,0.07,0.0,0.07,0.07,0.52,0.52,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Sterling,21,25a,ARS,MCI,0,11.6,MID,12.7,6.0,8.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,565.4,440.6,1059.0,206.4,6.0,0.0,0.5,11.0,5.6,36849.0,144993.0,1.0,-1.0,23,1.0,1.0199999999999996,1.0199999999999996,0.040000000000000036,1.490000000000002,0.4599999999999991,0.45,0.41,0.24,0.69,0.65,0.93,0.47,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Cancelo,21,25a,ARS,MCI,0,6.1,DEF,25.1,5.4,5.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,400.8,505.6,280.0,118.8,5.4,0.0,0.9,17.5,5.3,135323.0,40436.0,6.0,-6.0,20,0.0,0.3999999999999999,0.3999999999999999,0.0,0.6199999999999992,0.5800000000000001,0.08,0.08,0.19,0.27,0.27,0.75,0.6,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
De Bruyne,21,25a,ARS,MCI,0,11.8,MID,11.3,0.6,3.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,520.6,854.0,671.0,204.7,0.6,0.0,0.1,8.4,5.2,104788.0,11010.0,3.0,-3.0,19,0.0,0.11999999999999922,0.1299999999999999,0.20999999999999908,0.8199999999999985,0.6199999999999992,0.49,0.35,0.5,0.99,0.86,1.0,0.52,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Gündogan,21,25a,ARS,MCI,0,6.1,MID,32.2,8.6,3.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,576.6,452.0,526.0,155.6,8.6,0.0,1.4,20.7,6.6,169858.0,227008.0,6.0,-6.0,19,0.0,0.17999999999999972,0.16999999999999993,0.0,1.2400000000000002,1.0600000000000005,0.47,0.38,0.18,0.65,0.55,0.86,0.44,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Stones,21,25a,ARS,MCI,0,5.2,DEF,22.8,3.7,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,337.8,49.3,88.0,47.5,3.7,0.0,0.7,18.7,6.5,74863.0,67778.0,2.0,-2.0,15,0.0,0.0,0.0,0.0,1.5600000000000005,1.5600000000000005,0.1,0.1,0.0,0.1,0.1,0.53,0.53,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Mahrez,21,25a,ARS,MCI,0,8.1,MID,3.0,4.9,7.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,383.6,491.7,580.0,145.5,4.9,0.0,0.6,11.4,4.8,17546.0,14430.0,-4.0,4.0,19,0.0,0.16000000000000014,0.16000000000000014,0.5599999999999996,1.1800000000000015,0.5300000000000002,0.28,0.28,0.34,0.62,0.62,0.9,0.38,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Walker,21,25a,ARS,MCI,0,6.1,DEF,5.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.6,135.8,74.0,43.7,1.1,0.0,0.2,11.5,4.4,2502.0,11024.0,1.0,-1.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.05,0.05,0.39,0.37,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Foden,21,25a,ARS,MCI,0,6.1,MID,10.8,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.2,400.1,562.0,135.7,4.4,0.0,0.7,15.4,4.9,106859.0,69847.0,-4.0,4.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.29,0.59,0.59,0.7,0.26,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Jesus,21,25a,ARS,MCI,0,9.2,FWD,4.1,4.4,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,247.2,244.5,465.0,95.7,4.4,0.0,0.5,7.2,3.9,15098.0,77444.0,-3.0,3.0,17,0.0,0.08999999999999986,0.08999999999999986,0.34999999999999987,0.4399999999999995,0.0,0.37,0.37,0.14,0.52,0.52,0.73,0.28,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Zinchenko,21,25a,ARS,MCI,0,5.5,DEF,0.6,4.1,8.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,142.8,102.8,68.0,31.5,4.1,1.0,0.7,9.5,4.7,5700.0,2473.0,0.0,0.0,11,0.0,0.11999999999999997,0.11999999999999997,0.15,1.2599999999999998,1.0500000000000003,0.04,0.04,0.02,0.06,0.06,0.53,0.49,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Laporte,21,25a,ARS,MCI,0,6.0,DEF,2.2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.4,42.3,45.0,21.2,3.1,0.0,0.5,5.7,3.8,2381.0,3014.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.06,0.06,0.43,0.43,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Torres,21,25a,ARS,MCI,0,6.9,MID,0.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,132.4,301.0,56.9,1.1,0.0,0.2,6.5,3.2,360.0,1916.0,-1.0,1.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.19,0.51,0.51,0.76,0.29,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Mendy,21,25a,ARS,MCI,0,5.9,DEF,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8,40.2,35.0,14.6,0.0,0.0,0.0,4.1,4.0,267.0,1324.0,-1.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.01,0.04,0.04,0.24,0.21,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Aké,21,25a,ARS,MCI,0,5.4,DEF,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,35.5,23.0,16.6,0.0,0.0,0.0,3.9,3.5,28.0,1777.0,-1.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.08,0.53,0.53,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
Garcia,21,25a,ARS,MCI,0,4.7,DEF,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,22.7,1.0,6.0,0.0,0.0,0.0,0.6,1.0,137.0,228.0,-3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.19,0.19,1,1,1,0,0.0,1.0,0,3,2.0900000000000034,2.0800000000000054,0.3299999999999983,0.33000000000000007,1.759999999999998,0.21999999999999886,-0.19000000000000128,7.0,6.0,2.6300000000000026,10,1.24,1.04,1.36,1.3152000000000001,1.1932,1.18,1.1192,0.07440000000000001,0.5372,0.6424,7.68,5.48,1.4384000000000001
