Player,Season,Gameweek,Opponent,Team,Home,Cost,Role,Sel.,Form,Cum Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Ederson,21,27a,MUN,MCI,1,6.1,GKP,10.2%,4.4,119.0,2340.0,0.0,1.0,15.0,16.0,0.0,0.0,0.0,2.0,0.0,41.0,3.0,488.0,375.6,10.0,0.0,38.7,4.4,1.0,0.7,19.5,4.6,902296.0,588009.0,1.0,-1.0,26,0.0,0.0,0.0,0.3,5.6,5.29,0.0,0.0,0.01,0.01,0.01,0.22,0.2,1,27,20,5,2.0,56.0,17,65,55.8,50.48,19.72,15.91,34.57,10.49,21.57,291.0,95.0,60.57,2,1.962962962962963,1.1851851851851851,1.8888888888888888,1.6574074074074074,1.4318518518518517,1.1333333333333333,1.0207407407407407,0.4111111111111111,0.3925925925925926,0.48444444444444446,9.0,4.7407407407407405,1.6703703703703705,2.0
Bernardo Silva,21,27a,MUN,MCI,1,7.4,MID,1.5%,4.3,69.0,1561.0,2.0,4.0,10.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,305.0,306.8,328.4,377.0,101.5,4.3,1.0,0.6,9.3,3.5,214086.0,169481.0,-1.0,1.0,20,2.0,3.19,3.19,3.16,12.41,7.5,0.18,0.18,0.18,0.36,0.36,0.71,0.43,1,27,20,5,2.0,56.0,17,65,55.8,50.48,19.72,15.91,34.57,10.49,21.57,291.0,95.0,60.57,2,1.962962962962963,1.1851851851851851,1.8888888888888888,1.6574074074074074,1.4318518518518517,1.1333333333333333,1.0207407407407407,0.4111111111111111,0.3925925925925926,0.48444444444444446,9.0,4.7407407407407405,1.6703703703703705,0.0
Fernandinho,21,27a,MUN,MCI,1,5.4,DEF,0.7%,1.6,38.0,698.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,168.0,123.6,79.2,55.0,25.9,1.6,1.0,0.3,7.0,2.9,62522.0,112552.0,-1.0,1.0,13,0.0,0.61,0.61,0.13,4.21,4.0,0.08,0.08,0.02,0.1,0.1,0.55,0.52,1,27,20,5,2.0,56.0,17,65,55.8,50.48,19.72,15.91,34.57,10.49,21.57,291.0,95.0,60.57,2,1.962962962962963,1.1851851851851851,1.8888888888888888,1.6574074074074074,1.4318518518518517,1.1333333333333333,1.0207407407407407,0.4111111111111111,0.3925925925925926,0.48444444444444446,9.0,4.7407407407407405,1.6703703703703705,0.0
Dias,21,27a,MUN,MCI,1,6.1,DEF,23.7%,4.0,119.0,2139.0,1.0,1.0,14.0,11.0,1.0,0.0,0.0,3.0,0.0,0.0,12.0,517.0,497.6,54.7,185.0,74.0,4.0,1.0,0.7,19.5,5.0,2518502.0,736567.0,6.0,-6.0,24,1.0,1.79,1.79,0.02,12.37,12.31,0.08,0.08,0.0,0.08,0.08,0.52,0.52,1,27,20,5,2.0,56.0,17,65,55.8,50.48,19.72,15.91,34.57,10.49,21.57,291.0,95.0,60.57,2,1.962962962962963,1.1851851851851851,1.8888888888888888,1.6574074074074074,1.4318518518518517,1.1333333333333333,1.0207407407407407,0.4111111111111111,0.3925925925925926,0.48444444444444446,9.0,4.7407407407407405,1.6703703703703705,1.0
Sterling,21,27a,MUN,MCI,1,11.6,MID,11.1%,4.7,130.0,1967.0,9.0,7.0,12.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,400.0,570.6,458.0,1122.0,215.0,4.7,1.0,0.4,11.2,5.4,2268325.0,1705856.0,1.0,-1.0,24,9.0,9.99,9.23,5.04,20.53,10.27,0.46,0.42,0.23,0.69,0.65,0.94,0.47,1,27,20,5,2.0,56.0,17,65,55.8,50.48,19.72,15.91,34.57,10.49,21.57,291.0,95.0,60.57,2,1.962962962962963,1.1851851851851851,1.8888888888888888,1.6574074074074074,1.4318518518518517,1.1333333333333333,1.0207407407407407,0.4111111111111111,0.3925925925925926,0.48444444444444446,9.0,4.7407407407407405,1.6703703703703705,2.0
Cancelo,21,27a,MUN,MCI,1,6.2,DEF,25.5%,3.3,109.0,1792.0,1.0,2.0,12.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,464.0,417.2,538.3,318.0,127.5,3.3,1.0,0.5,17.6,5.2,2802606.0,909362.0,7.0,-7.0,21,1.0,1.59,1.59,3.91,14.78,11.87,0.08,0.08,0.2,0.28,0.28,0.74,0.6,1,27,20,5,2.0,56.0,17,65,55.8,50.48,19.72,15.91,34.57,10.49,21.57,291.0,95.0,60.57,2,1.962962962962963,1.1851851851851851,1.8888888888888888,1.6574074074074074,1.4318518518518517,1.1333333333333333,1.0207407407407407,0.4111111111111111,0.3925925925925926,0.48444444444444446,9.0,4.7407407407407405,1.6703703703703705,1.0
De Bruyne,21,27a,MUN,MCI,1,11.8,MID,14.5%,2.0,109.0,1657.0,3.0,11.0,10.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,425.0,575.6,914.4,761.0,225.3,2.0,2.0,0.2,9.2,5.2,4562537.0,5419804.0,3.0,-3.0,21,1.0,8.37,6.08,8.71,17.46,9.15,0.45,0.33,0.47,0.92,0.8,0.94,0.49,1,27,20,5,2.0,56.0,17,65,55.8,50.48,19.72,15.91,34.57,10.49,21.57,291.0,95.0,60.57,2,1.962962962962963,1.1851851851851851,1.8888888888888888,1.6574074074074074,1.4318518518518517,1.1333333333333333,1.0207407407407407,0.4111111111111111,0.3925925925925926,0.48444444444444446,9.0,4.7407407407407405,1.6703703703703705,2.0
Gündogan,21,27a,MUN,MCI,1,6.2,MID,37.7%,7.0,132.0,1559.0,11.0,3.0,12.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,487.0,581.8,460.3,539.0,158.3,7.0,6.0,1.1,21.3,6.3,3630789.0,692287.0,7.0,-7.0,21,10.0,7.73,6.21,2.89,14.44,7.41,0.44,0.36,0.17,0.61,0.52,0.83,0.42,1,27,20,5,2.0,56.0,17,65,55.8,50.48,19.72,15.91,34.57,10.49,21.57,291.0,95.0,60.57,2,1.962962962962963,1.1851851851851851,1.8888888888888888,1.6574074074074074,1.4318518518518517,1.1333333333333333,1.0207407407407407,0.4111111111111111,0.3925925925925926,0.48444444444444446,9.0,4.7407407407407405,1.6703703703703705,2.0
Mahrez,21,27a,MUN,MCI,1,8.1,MID,4.4%,5.6,109.0,1474.0,7.0,5.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,390.0,463.6,560.3,692.0,171.5,5.6,3.0,0.7,13.5,5.2,1770762.0,1642872.0,-4.0,4.0,21,7.0,4.52,4.52,5.15,13.85,5.76,0.28,0.28,0.31,0.59,0.59,0.84,0.35,1,27,20,5,2.0,56.0,17,65,55.8,50.48,19.72,15.91,34.57,10.49,21.57,291.0,95.0,60.57,2,1.962962962962963,1.1851851851851851,1.8888888888888888,1.6574074074074074,1.4318518518518517,1.1333333333333333,1.0207407407407407,0.4111111111111111,0.3925925925925926,0.48444444444444446,9.0,4.7407407407407405,1.6703703703703705,2.0
Walker,21,27a,MUN,MCI,1,6.1,DEF,5.0%,0.9,74.0,1469.0,1.0,1.0,7.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,316.0,252.6,150.6,81.0,48.4,0.9,2.0,0.1,12.1,4.1,995352.0,1114577.0,1.0,-1.0,18,1.0,0.19,0.19,0.47,6.22,5.86,0.01,0.01,0.03,0.04,0.04,0.38,0.36,1,27,20,5,2.0,56.0,17,65,55.8,50.48,19.72,15.91,34.57,10.49,21.57,291.0,95.0,60.57,2,1.962962962962963,1.1851851851851851,1.8888888888888888,1.6574074074074074,1.4318518518518517,1.1333333333333333,1.0207407407407407,0.4111111111111111,0.3925925925925926,0.48444444444444446,9.0,4.7407407407407405,1.6703703703703705,1.0
