Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,29,22,4.0,3.0,68.0,18,70,69.29,63.74,19.61,18.85,+44.89,8.34,22.09,375,112,68.89
2,LIV,29,21,6.0,2.0,75.0,20,69,75.60,70.17,26.31,26.31,+43.86,8.17,21.33,346,127,66.72
3,CHE,28,17,8.0,3.0,57.0,19,59,49.48,44.16,25.32,21.51,+22.65,9.05,14.71,270,125,53.63
4,ARS,28,17,3.0,8.0,44.0,31,54,45.30,41.38,35.38,33.09,+8.29,12.99,13.48,231,166,47.54
5,TOT,29,16,3.0,10.0,47.0,36,51,49.98,47.7,37.00,35.47,+12.23,12.32,11.85,216,200,48.12
6,MUN,29,14,8.0,7.0,48.0,40,50,47.56,45.27,42.49,39.44,+5.83,12.51,11.40,223,180,44.64
7,WHU,30,14,6.0,10.0,49.0,39,48,45.07,41.11,41.56,39.28,+1.83,12.97,12.82,194,205,44.35
8,WOL,30,14,4.0,12.0,31.0,26,46,31.78,31.02,41.01,37.21,-6.18,14.19,10.89,139,238,35.72
9,AVL,29,11,3.0,15.0,41.0,40,36,31.52,30.0,40.50,36.58,-6.58,12.65,8.61,200,190,34.17
10,LEI,27,10,6.0,11.0,42.0,46,36,35.92,34.39,49.16,43.73,-9.34,12.75,11.07,181,228,30.32
11,SOU,29,8,11.0,10.0,36.0,45,35,38.62,36.34,44.23,42.71,-6.37,9.47,9.78,163,198,37.25
12,CRY,29,7,13.0,9.0,39.0,38,34,37.28,33.47,34.96,31.91,+1.56,11.87,9.45,171,200,41.98
13,BHA,29,7,12.0,10.0,26.0,36,33,34.22,31.17,37.38,34.33,-3.16,8.75,14.33,216,181,37.91
14,NEW,29,7,10.0,12.0,32.0,49,31,29.83,29.07,48.39,43.67,-14.60,13.42,7.75,129,230,28.22
15,BRE,30,8,6.0,16.0,33.0,47,30,38.14,33.57,38.94,37.42,-3.85,10.91,9.57,171,182,42.53
16,LEE,30,7,8.0,15.0,34.0,67,29,42.48,39.43,56.25,52.44,-13.01,7.97,11.70,196,229,37.00
17,EVE,27,7,4.0,16.0,29.0,47,25,30.94,27.9,43.01,42.25,-14.35,12.86,7.97,137,194,30.83
18,WAT,29,6,4.0,19.0,29.0,55,22,31.14,29.62,49.06,46.01,-16.39,13.98,7.91,131,260,29.18
19,BUR,27,3,12.0,12.0,22.0,38,21,25.62,25.62,42.18,41.42,-15.80,12.69,9.62,121,227,24.53
20,NOR,29,4,5.0,20.0,18.0,63,17,22.70,20.41,59.75,51.91,-31.50,14.67,9.16,141,279,18.76
