Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Ederson,MCI,6.1,GKP,9.4%,2.7,137.0,2880.0,0.0,1.0,17.0,23.0,0.0,0.0,0.0,3.0,0.0,53.0,3.0,595.0,473.2,10.0,0.0,48.4,2.7,1.0,0.4,22.5,4.3,1014250.0,774854.0,1.0,-1.0,32,0.0,0.0,0.0,0.3,6.36,6.06,0.0,0.0,0.01,0.01,0.01,0.2,0.19,1,33,24,5,4.0,69.0,24,77,68.45,62.36,25.15,19.82,42.54,10.29,20.69,364.0,120.0,73.89
Bernardo Silva,MCI,7.4,MID,1.1%,5.7,91.0,1897.0,2.0,7.0,11.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,396.0,387.8,437.7,459.0,128.7,5.7,2.0,0.8,12.3,3.8,243117.0,237363.0,-1.0,1.0,24,2.0,3.6,3.6,4.71,15.99,9.58,0.17,0.17,0.22,0.39,0.39,0.75,0.45,1,33,24,5,4.0,69.0,24,77,68.45,62.36,25.15,19.82,42.54,10.29,20.69,364.0,120.0,73.89
Fernandinho,MCI,5.4,DEF,0.7%,2.0,45.0,992.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,214.0,167.8,158.1,99.0,42.6,2.0,1.0,0.4,8.3,2.5,66973.0,117026.0,-1.0,1.0,18,0.0,0.74,0.74,0.8,6.49,6.05,0.07,0.07,0.07,0.14,0.14,0.59,0.55,1,33,24,5,4.0,69.0,24,77,68.45,62.36,25.15,19.82,42.54,10.29,20.69,364.0,120.0,73.89
Dias,MCI,6.1,DEF,23.1%,2.7,135.0,2573.0,1.0,1.0,16.0,16.0,1.0,0.0,0.0,3.0,0.0,0.0,12.0,610.0,587.8,79.2,193.0,86.3,2.7,1.0,0.4,22.1,4.7,2970047.0,1246599.0,6.0,-6.0,29,1.0,1.88,1.88,0.04,15.14,15.08,0.07,0.07,0.0,0.07,0.07,0.53,0.53,1,33,24,5,4.0,69.0,24,77,68.45,62.36,25.15,19.82,42.54,10.29,20.69,364.0,120.0,73.89
Sterling,MCI,11.1,MID,4.6%,2.0,138.0,2174.0,9.0,8.0,12.0,18.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,416.0,591.6,502.4,1192.0,228.3,2.0,1.0,0.2,12.4,5.1,2382056.0,2341305.0,-4.0,4.0,27,9.0,10.64,9.88,5.77,21.99,10.45,0.44,0.41,0.24,0.68,0.65,0.91,0.43,1,33,24,5,4.0,69.0,24,77,68.45,62.36,25.15,19.82,42.54,10.29,20.69,364.0,120.0,73.89
Cancelo,MCI,5.9,DEF,14.9%,0.3,123.0,2036.0,1.0,3.0,13.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,534.0,485.4,628.4,353.0,146.8,0.3,2.0,0.1,20.8,5.1,2913778.0,1883351.0,4.0,-4.0,24,1.0,1.66,1.66,4.98,15.72,12.35,0.07,0.07,0.22,0.29,0.29,0.69,0.55,1,33,24,5,4.0,69.0,24,77,68.45,62.36,25.15,19.82,42.54,10.29,20.69,364.0,120.0,73.89
De Bruyne,MCI,11.9,MID,14.5%,1.0,128.0,1905.0,5.0,11.0,11.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,511.0,687.2,1077.8,888.0,265.5,1.0,3.0,0.1,10.8,5.3,5328640.0,6193293.0,4.0,-4.0,24,3.0,9.91,7.62,10.0,21.08,10.64,0.46,0.36,0.47,0.93,0.83,0.99,0.5,1,33,24,5,4.0,69.0,24,77,68.45,62.36,25.15,19.82,42.54,10.29,20.69,364.0,120.0,73.89
Gündogan,MCI,5.8,MID,22.1%,0.7,144.0,1861.0,12.0,3.0,12.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,563.0,670.6,597.9,631.0,190.2,0.7,6.0,0.1,24.8,5.8,4150631.0,2486360.0,3.0,-3.0,25,11.0,8.73,7.21,3.53,17.99,9.71,0.42,0.35,0.17,0.59,0.52,0.87,0.47,1,33,24,5,4.0,69.0,24,77,68.45,62.36,25.15,19.82,42.54,10.29,20.69,364.0,120.0,73.89
Mahrez,MCI,8.0,MID,5.7%,1.7,134.0,1791.0,9.0,6.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,464.0,567.2,648.2,855.0,206.9,1.7,4.0,0.2,16.8,5.4,2266763.0,2043064.0,-5.0,5.0,25,9.0,6.03,6.03,5.4,18.03,8.47,0.3,0.3,0.27,0.57,0.57,0.9,0.42,1,33,24,5,4.0,69.0,24,77,68.45,62.36,25.15,19.82,42.54,10.29,20.69,364.0,120.0,73.89
Walker,MCI,6.1,DEF,4.9%,2.7,84.0,1764.0,1.0,1.0,8.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,371.0,303.0,188.2,88.0,57.9,2.7,2.0,0.4,13.8,3.8,1009496.0,1140543.0,1.0,-1.0,22,1.0,0.2,0.2,0.5,9.12,8.72,0.01,0.01,0.03,0.04,0.04,0.47,0.45,1,33,24,5,4.0,69.0,24,77,68.45,62.36,25.15,19.82,42.54,10.29,20.69,364.0,120.0,73.89
